,Unnamed: 0,Item,Profile
968,968,SUB Noms Blunomenom,"Flowery, Sweet, Citrusy"
969,969,SUB Pod Juice Blue Razz Jam,"Raspberry, Blueberry"
970,970,SUB Sadboy Rainbow Blood Ice,none
971,971,DISP Metaku Spongie 7500 Puffs - Strawberry Peach Mint,"Strawberry, Peach, Mint"
972,972,SUB Juice Head R Pineapple GrapeFruit,"Pineapple, Grapefruit, Pineapple, Sweet"
973,973,SUB VGod Purple Bomb,"Berry, Sweet, Sour, Creamy"
974,974,SUB Fruitia Strawberry Coconut,"Strawberry, Coconut"
975,975,DISP RAZ TN9000 5% Miami Mint,Mint
976,976,SUB 7 Daze Iced Fusion Raspberry Green Apple Watermelon Iced,"Raspberry, Green Apple, Watermelon"
977,977,SALT ML Fruit Monster Mango Peach Guava,"Mango, Peach, Guava, Sweet, Fruity"
978,978,SALT Naked 100 Lava Flow,"Caramel, Banana, Strawberry"
979,979,SUB Country Clouds Strawberry Milkshake,"Strawberry, Milkshake, Sweet"
980,980,SUB ML Fruit Monster Mango Peach Guava,"The words ""Sub,"" ""ML,"" and ""product"" were not included in the question, so they have been omitted from the response"
981,981,SUB ML Jam Monster PB & Grape,"Peanut, Grape, Jelly"
982,982,SUB Taylor Pinky Palmer,"Raspberry, Sweet, Tangy"
983,983,DISP Nicless Next 0% NICOTINE FREE - Watermelon Mango,"Watermelon, Mango"
984,984,SUB Vgod Cubano Silver,"Tobacco, Nutty, Sweet, Smooth"
985,985,DISP RAZ TN9000 5% Mango Colada,"Mango, Coconut, Pineapple, Sweet"
986,986,SALT ML Lemonade Monster Mint Lemonade,"Sodium taste, ML"
987,987,SUB Candy King Pink Squares 100 ML,"Sweet, Fruity, Pink, Candy"
988,988,DISP Airis NEO P8000 5% - Triple Berry Ice,"Berry, Triple, Ice, Blueberry, Raspberry, Strawberry"
989,989,DISP Yogi Bars 5% 8000 - Java,"Coffee, Chocolate, Roasted"
990,990,SUB Skwezed Green Apple Ice,"Green Apple, Sweet, Tart, Refreshing"
991,991,SALT Pachamama Frosted Cronut,"Sweet, Caramelized, Salted"
992,992,SUB Yogi Original Granola Bar,"Honey, Oats, Nuts, Dried Fruits, Cinnamon, Nutmeg, Vanilla"
993,993,SUB Alt Zero Just Blues,none
994,994,DISP Lost Mary OS5000 5000 Puffs 5% Blueberry Ice,"The words ""Flavor profile"" implies that we are talking about the taste or flavor of the product, so I assumed it was safe to include the word ""Sweet"" in response as it is a common adjective used to describe things with a ple"
995,995,SALT Kaleidoscopic Clouds Looking Glass,none
996,996,SALT Pod Juice Blue Razz Slushy,"Blue, Raspberry, Sweet, Slushy"
997,997,SUB Naked 100 Lava Flow,"Coconut, Pineapple, Vanilla"
998,998,SUB Juice Head R Guava Peach,"Guava, Peach"
999,999,SALT Pachamama Pink Berry Ice,"Berry, Sweet, Pink, Slightly Tart"
1000,1000,SALT Beard The Salty One Stawberry Cereal Donut Milk,"Salt, Stawberry, Donut, Milk"
1001,1001,SUB ML Jam Monster Grape,Grape
1002,1002,DISP Pachamama 3000 Puffs 1200mAh Clear,none
1003,1003,SALT Pod Juice Loops,none
1004,1004,SALT Vapetasia Killer Kustard,"Creamy, Sweet, Vanilla, Kustard, Salt"
1005,1005,SALT Barista Brew Salted Caramel Macchiato,"Caramel, Salted"
1006,1006,SUB Pachamama Passion Fruit Raspberry Yuzu,"Passion fruit, Raspberry, Yuzu"
1007,1007,DISP Nicless Stick + Disposable 0% NICOTINE FREE - Spearmint,Spearmint
1008,1008,DISP Lost Mary OS5000 5000 Puffs 5% Strawberry Sundae,"Strawberry, Sundae"
1009,1009,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Gumi,"Fruit, Sweet, Tangy"
1010,1010,SALT Pachamama Kiwi Guava Passionfruit,"Kiwi, Guava, Passionfruit, Salt"
1011,1011,SALT Alt Zero Paradox,none
1012,1012,SALT Pod Juice Virginia Tobacco,"Tobacco, Virginia, Sweet, Smoky, Nutty"
1013,1013,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Strawberry Ice,"Strawberry, Ice"
1014,1014,SUB Bluebird Luckybird,"Based on the brand name ""SUB Bluebird Luckybird,"" it is assumed that this product relates to a food or beverage item with a berry-like flavor profile"
1015,1015,DISP EBCreate BC5000 9. 5000 Puffs 650mAh 4% Miami Mint,Mint
1016,1016,SUB Pop Clouds Grape Vape,Grape
1017,1017,SALT VGod Berry Bomb,"Berry, Sweet, Sour, Fruity"
1018,1018,SUB ML Fruit Monster Strawberry Kiwi Pomegranate,"Strawberry, Kiwi, Pomegranate"
1019,1019,SALT Country Clouds Corn Bread Puddin',"Corn, Sweet, Savory, Slightly Sour"
1020,1020,SALT Juice Head R Guava Peach,"Salt, Head, R, Guava, Peach"
1021,1021,SUB Alt Zero Excision Virus,none
1022,1022,DISP Lost Mary OS5000 5000 Puffs 5% Cherry Cola,"Cherry, Cola"
1023,1023,SUB Noms X2 Blueberry Papaya Strawberry,"Blueberry, Papaya, Strawberry"
1024,1024,SALT Twist Pink 0,Salt
1025,1025,DISP EBCreate BC5000 9. 5000 Puffs 650mAh 4% Watermelon BG,Watermelon
1026,1026,SUB Chubby Vapes Strawberry,Strawberry
1027,1027,SUB VGod Purple Bomb Iced,"Grape, Blueberry, Sweet, Sour"
1028,1028,SALT Naked 100 Mango,Mango
1029,1029,SUB Cloud Nurdz Watermelon Apple,"Watermelon, Apple"
1030,1030,SALT Cloud Nurdz Grape Strawberry,"Grape, Strawberry, Salt, Sweet"
1031,1031,SALT 7 Daze Iced Fusion Pineapple Mango Orange Iced,"Pineapple, Mango, Orange, Salt"
1032,1032,DISP RAZ TN9000 5% Strawberry Shortcake,"Strawberry, Shortcake, Sweet"
1033,1033,SUB ML Frozen Fruit Monster Black Cherry Ice,"Cherry, Sweet, Tart, Intense"
1034,1034,DISP SnowWolf Compak 7500puff 5% Strawberry Melon Ice,"Strawberry, Melon, Ice"
1035,1035,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Peach Ice,"Peach, Ice"
1036,1036,SUB Gost Vapor The Pancake House Banana Nuts,"Banana, Nuts"
1037,1037,SUB Nomenon Free Noms Blueberry Strawberry Kiwi Yogurt,"Blueberry, Strawberry, Kiwi, Yogurt"
1038,1038,SUB Country Clouds Blueberry Corn Bread Puddin',"Blueberry, Sweet, Fruity, Bread, Corn, Pudding"
1039,1039,SUB ML Fruit Monster Passionfruit Orange Guava,"Passionfruit, Orange, Guava, Fruit"
1040,1040,SUB Steam Co. Fresh Pack,"Citrus, Fresh"
1041,1041,SUB Vapetasia Killer Kustard,"Custard, Vanilla"
1042,1042,SUB Noms X2 Cherry Lime Ginger,"Cherry, Lime, Ginger"
1043,1043,DISP Lost Mary OS5000 5000 Puffs 5% Blue Razz Ice,none
1044,1044,SALT 7 Daze Reds Apple Guava,SALT is assumed to be a flavor enhancer and not a distinct flavor itself
1045,1045,SALT 7 Daze Reds Iced Apple Berries Iced,"Apple, Berries, Iced, Salt, Reds"
1046,1046,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Mint Berry,"Mint, Berry"
1047,1047,DISP EB Design BC5000 9. 5000 Puffs 650mAh 4% Crazi Bery,"Berry, Crazy"
1048,1048,DISP RAZ TN9000 5% Watermelon Ice,"Watermelon, Ice"
1049,1049,SALT 7 Daze Reds Apple Grape,"Apple, Grape, Salt"
1050,1050,SALT 7 Daze Reds Iced Apple Grape Iced,"Apple, Grape, Iced, Salt"
1051,1051,SALT Sadboy J Strawberry Jam,none
1052,1052,SUB Twist Berry Amber,"Berry, Amber"
1053,1053,SUB Pinup Vapors Betty Chill,"Mint, Cool, Strawberry"
1054,1054,DISP EBCreate BC5000 Thermal Edition 9. 5% Nectarine,Nectarine
1055,1055,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Frozen Strawberry,Strawberry
1056,1056,SUB MET4 Fair Grounds,"Coffee, Nutty, Roasted"
1057,1057,DISP RAZ CA6000 5% Frozen Strawberry,Strawberry
1058,1058,SALT Met4 Fair Grounds,none
1059,1059,SALT Pachamama Fuji Ice,"Apple, Sweet, Slightly Tart, Cold, Salt"
1060,1060,SUB ML Custard Monster Blackberry,none
1061,1061,DISP UWell Caliburn Bar B6000 5% Strawberry Banana,"Strawberry, Banana"
1062,1062,SUB Innevape Vape My Day,"Vanilla, Caramel, Apple"
1063,1063,SALT Gost Vapor The Pancake House Blueberry,"Blueberry, Pancake, Salt, Gost, Vapor"
1064,1064,SUB Juice Head R Blue Lemon,"Blue, Lemon"
1065,1065,SALT ML Jam Monster Mixed Berry,"The word ""Mixed"" is implicit in the term ""Mixed Berry,"" so it doesn't need to be explicitly mentioned in the response"
1066,1066,SALT Taylor Flavors Snickerdoodle Crunch,"Cinnamon, Sweet, Butter, Vanilla, Sugar"
1067,1067,SALT Propaganda Blue Frost,none
1068,1068,SUB Keep It 100 OG Pink,"Raspberry, Watermelon, Sweet"
1069,1069,DISP Elf Bar AIRO MAX 5000 Puffs Grape Ice,"Grape, Ice"
1070,1070,SALT Bad Drip Ugly Butter,The flavor profile provided is subjective and may vary from person to person
1071,1071,SUB Juice Head F Peach Pear FREEZE 06mgPPF6,"Peach, Pear"
1072,1072,SUB ML Jam Monster Blackberry,Blackberry
1073,1073,SUB Mighty Vapors Super Mint,Mint
1074,1074,SALT Juice Head Freeze Raspberry Lemonade,none
1075,1075,SALT Khali Devil's Punchbowl Ice,none
1076,1076,DISP RAZ TN9000 5% Pumpkin Pie Frosting,"Pumpkin, Sweet, Spice, Cinnamon"
1077,1077,SALT Pachamama Black Ice,"The words used here are based on general assumptions about the product names ""Pachamama"" and ""Black Ice"""
1078,1078,SALT Pod Juice Blue Razz Jam,"Blue, Raspberry, Jam, Sweet, Tart, Fruity, Slightly-Sour, Syrupy"
1079,1079,SALT Sadboy FI Punch Berry Blood Ice,"Salt, Sadboy, Fi, Punch, Berry, Blood, Ice"
1080,1080,SUB ML Custard Monster Butterscotch,"Butterscotch, Custard"
1081,1081,SALT Gost Vapor The Pancake House Caramelized Apple,none
1082,1082,SUB Shijin Tortoise Blood on the Rocks,none
1083,1083,DISP MINT by MNKE Bars 6500 Puffs 5% Raspberry Mint,"Mint, Raspberry"
1084,1084,SUB ML Custard Monster Banana,"Banana, Custard"
1085,1085,SUB Halo Sub Zero,"Mint, Cool, Refreshing"
1086,1086,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Watermelon Nana Ice,"Watermelon, Nana, Ice"
1087,1087,DISP Geek Bar Pulse 5% Blo Pop,"Berry, Sweet, Fruity"
1088,1088,DISP Lost Vape Orion Bar 5% 7500 Puffs - Blackcurrant Mixed Berry,"Blackcurrant, Mixed Berry"
1089,1089,SALT Twist Tobacco Gold No.1,"Tobacco, Smoky, Woody, Rich"
1090,1090,DISP Lost Mary OS5000 5000 Puffs 5% Peach Ice,"Peach, Ice"
1091,1091,SALT Yogi Peanut Butter Banana,"Banana, Peanut Butter, Salt"
1092,1092,SALT Glas Basix Fizzy Lemonade,"Lemonade, Fizzy, Sweet, Tangy, Citrus"
1093,1093,SUB Candy King Jaws 100 ML,"Fruitful, Sweet, Tangy, Sour, Raspberry, Blueberry"
1094,1094,SALT Twist Menthol No.1,"Menthol, Salt"
1095,1095,SUB Juice Head Raspberry Lemonade,"Raspberry, Lemonade"
1096,1096,DISP Lost Vape Orion Bar 5% 7500 Puffs - Peach Mango Watermelon,"Peach, Mango, Watermelon"
1097,1097,SUB Keep It 100 Berry Au Lait,"""Au Lait"" is a French term meaning ""with milk,"" so in this context it implies a dairy or milky note to the flavor profile"
1098,1098,SUB Naked 100 Melon Menthol,"Melon, Menthol"
1099,1099,SALT Candy King Strawberry Watermelon Bubblegum,"Strawberry, Watermelon, Bubblegum, Salt, Sweet"
1100,1100,SALT ML Frozen Fruit Monster Strawberry Kiwi Pomegranate Ice,"Strawberry, Kiwi, Pomegranate, Sweet, Slightly Tart"
1101,1101,SUB VGod Berry Bomb,"Berry, Sweet, Tart, Fruity"
1102,1102,DISP MINT by MNKE Bars 6500 Puffs 5% Fresh Mint,Mint
1103,1103,DISP SnowWolf Compak 7500puff 5% Blue Cotton Candy,"Sweet, Cotton Candy"
1104,1104,SALT Pod Juice Blue Razz Slushy Freeze,"Raspberry, Blue, Sweet, Slushy, Freeze, Salt"
1105,1105,DISP SnowWolf Compak 7500puff 5% Blue Razz Ice,"Blue, Razz, Ice, Sweet"
1106,1106,DISP Yogi Bars 5% 8000 - Strawberry,Strawberry
1107,1107,SALT The Finest Lychee Dragon,"Lychee, Sweet"
1108,1108,SUB Cloud Chemist The Final Experiment,I'm unable to describe the flavor profile of SUB Cloud Chemist The Final Experiment without more information
1109,1109,SALT Bad Drip Drooly,"Salt, Bad, Drooly"
1110,1110,SUB Cloud Chemist Cereal Science,"Cereal, Milk, Sweet"
1111,1111,SALT Cuttwood Tobacco Trail,"Tobacco, Sweet, Woody, Smoky"
1112,1112,SALT Yogi Strawberry Granola Bar,"Strawberry, Sweet, Slightly Salted"
1113,1113,DISP RAZ TN9000 5% Night Crawler,"Tobacco, Raisin, Nutty"
1114,1114,DISP Lost Mary MO5000 5000 Puffs 5% Citrus Sunrise,"Citrus, Sunrise"
1115,1115,SUB Cloud Chemist Frosty Science Blueberry,Blueberry
1116,1116,DISP E.B Design BC5000 Disposable 0% () - Rainbow Candy,none
1117,1117,DISP Nicless Stick + Disposable 0% NICOTINE FREE - Banana Ice,"Banana, Ice"
1118,1118,DISP Lost Vape Orion Bar 5% 7500 Puffs - Misc.,none
1119,1119,SUB Propaganda The Hype Strawberries A La Mode,"Strawberries, Hype, Propaganda, A La Mode"
1120,1120,DISP Elf Bar BC5000 9. 5000 Puffs 650mAh 5% Watermelon Ice,"Watermelon, Ice"
1121,1121,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Orange Soda,"Orange, Soda"
1122,1122,SALT Candy King Jaws,"Sweet, Caramel, Salt"
1123,1123,SALT Juice Head Freeze Watermelon Lime,none
1124,1124,DISP Tyson 2.0 Heavy Weight 7000 Puffs - Coconut,Coconut
1125,1125,DISP Lost Mary MO5000 5000 Puffs 4% Alphonso Mango Ice,"Mango, Ice, Alphonso"
1126,1126,SALT Candy King Batch,"Sweet, Salt"
1127,1127,SALT Cuttwood Boss Reserve,The exact flavor profile may vary depending on individual batches or personal taste perception
1128,1128,DISP Metaku Spongie 7500 Puffs - Strawberry Kiwi,"Strawberry, Kiwi"
1129,1129,SALT Dinner Lady Bubble Gum,"Sweet, Bubblegum, Salt"
1130,1130,DISP Lost Mary MO5000 5000 Puffs 5% Cherry Blossom Grape,"Cherry, Blossom, Grape"
1131,1131,SUB Bad Drip Bad Blood,none
1132,1132,SUB 7 Daze Iced Fusion Strawberry Banana Apple Iced,"Strawberry, Banana, Apple"
1133,1133,SUB Beard Vape Co. Blueberry The One,"Blueberry, Sweet"
1134,1134,SALT Alt Zero Just Reds,none
1135,1135,SUB VGod Lush Ice,"Mint, Blueberry, Sweet"
1136,1136,SALT The Finest Cool Mint,"Mint, Cool"
1137,1137,SALT ML Fruit Monster Passionfruit Orange Guava,"Passionfruit, Orange, Guava, Sour"
1138,1138,DISP Lost Mary MO5000 5000 Puffs 5% Banana Raspberry Ice,"Banana, Raspberry, Ice"
1139,1139,DISP RAZ TN9000 5% Triple Berry Ice,"Raspberry, Blueberry, Blackberry"
1140,1140,SUB Innevape Chill Out 12mgCO12,"Mint, Relaxing"
1141,1141,SALT Pod Juice Frozen Strawberry Freeze,"Strawberry, Frozen, Sweet, Slightly Tarry"
1142,1142,SUB Yogi Vanilla Tobacco Granola Bar,"Vanilla, Tobacco"
1143,1143,SUB Cloud Nurdz Grape Strawberry,"Grape, Strawberry"
1144,1144,SUB 7daze Reds Apple Peach,"Apple, Peach, Reds"
1145,1145,SUB Sadboy Rainbow Blood,none
